CIFDB_ACCT_ID,MRCHNT_DBA_NM,TRAN_DATE,TRAN_POST_DATE,TRAN_CD,TRAN_CAT_CD,TRANS_FRAUD_FLAG,TRAN_AMT,INCHG_FEE,DBR_CD_ID,MRCHNT_CITY_NM,MRCHNT_STATE_CD,Status,Description,CIFDB_ACCNT_ID,ELCTRNC_PYMT_VALUE
6373209,Smith-Rodriguez,02/16/2025,12/27/2024,105,1,N,5984.74,144.03,C,Port James,PA,Successful,Smith-Rodriguez transaction of $5984.74 was successful.,3103449,Y
2500036,Colon Group,04/15/2025,05/17/2025,105,1,Y,5895.38,107.05,,Watsonberg,DE,Successful,Colon Group transaction of $5895.38 was successful.,1206937,Y
2106734,Reeves Ltd,12/23/2024,03/30/2025,105,1,Y,7272.55,183.55,D,Soniaberg,MA,Successful,Reeves Ltd transaction of $7272.55 was successful.,9575230,Y
3910682,"Clark, Tate and Adams",04/12/2025,05/07/2025,105,1,N,6991.71,83.67,D,Mcdonaldfurt,WV,Successful,"Clark, Tate and Adams transaction of $6991.71 was successful.",3641408,N
1848463,"Neal, Miller and Porter",04/11/2025,12/02/2024,825,1,Y,9235.01,209.24,,Reidland,FL,Returned,"Neal, Miller and Porter transaction of $9235.01 was returned.",3522603,N
7998767,Sparks-Gutierrez,02/24/2025,02/21/2025,105,1,Y,7704.29,114.39,,Lake Tannerfurt,NM,Successful,Sparks-Gutierrez transaction of $7704.29 was successful.,8865444,Y
9587333,Garza-Adams,04/11/2025,04/12/2025,825,1,Y,6745.42,106.09,C,Carlyberg,MT,Returned,Garza-Adams transaction of $6745.42 was returned.,6805763,N
6085171,Anderson-Burns,01/25/2025,01/27/2025,105,1,N,8468.81,226.92,,Phillipsfort,MS,Successful,Anderson-Burns transaction of $8468.81 was successful.,1123444,Y
2235644,"Maxwell, Hughes and King",02/28/2025,02/14/2025,105,1,N,6810.4,195.27,,Selenaton,CO,Successful,"Maxwell, Hughes and King transaction of $6810.4 was successful.",2182117,N
1140374,White-Reyes,05/12/2025,02/19/2025,825,1,N,9299.04,187.06,,East Nancy,MO,Returned,White-Reyes transaction of $9299.04 was returned.,1316734,N
3340558,Rodriguez-Meza,05/02/2025,02/02/2025,825,1,N,1403.61,21.83,C,Port Donnabury,NC,Returned,Rodriguez-Meza transaction of $1403.61 was returned.,1132481,N
7848323,Flores PLC,01/15/2025,02/01/2025,105,1,Y,4058.33,69.58,D,Danielleborough,WI,Successful,Flores PLC transaction of $4058.33 was successful.,9612878,N
9541064,"Benitez, Johnson and Smith",03/09/2025,03/28/2025,105,1,N,8697.98,70.73,,New Darrellfort,WA,Successful,"Benitez, Johnson and Smith transaction of $8697.98 was successful.",1311264,N
7864683,"Welch, Levy and Harris",03/31/2025,12/03/2024,105,1,N,250.63,5.82,D,Port Davidland,RI,Successful,"Welch, Levy and Harris transaction of $250.63 was successful.",8199677,N
8715677,Tran-Moore,03/23/2025,01/31/2025,105,1,Y,1844.83,29.16,D,North Austin,NM,Successful,Tran-Moore transaction of $1844.83 was successful.,2221967,N
4266796,Adkins-Hughes,01/28/2025,04/14/2025,105,1,Y,9496.28,282.4,D,Flynnborough,CT,Successful,Adkins-Hughes transaction of $9496.28 was successful.,2786595,N
4141723,"Rivera, Jones and Ramirez",02/03/2025,04/25/2025,105,1,N,2917.88,57.17,D,Flynnville,NH,Successful,"Rivera, Jones and Ramirez transaction of $2917.88 was successful.",4122611,N
3274639,Lyons and Sons,04/16/2025,03/14/2025,825,1,N,4805.32,42.32,D,East Kristen,ND,Returned,Lyons and Sons transaction of $4805.32 was returned.,1013120,N
7378394,Stokes Inc,03/30/2025,12/12/2024,105,1,Y,9121.79,129.84,,East Oliviaborough,NC,Successful,Stokes Inc transaction of $9121.79 was successful.,2263443,Y
6319850,"Chambers, Olsen and Petersen",02/06/2025,04/26/2025,825,1,N,1252.36,20.06,D,Gordonport,TN,Returned,"Chambers, Olsen and Petersen transaction of $1252.36 was returned.",4465546,N
9100810,Ortiz PLC,01/11/2025,01/07/2025,825,1,Y,9534.21,80.82,D,Jonesfurt,WY,Returned,Ortiz PLC transaction of $9534.21 was returned.,9605486,N
6887441,Livingston Inc,03/02/2025,01/15/2025,825,1,Y,6484.63,168.85,D,Zimmermanmouth,AZ,Returned,Livingston Inc transaction of $6484.63 was returned.,8228667,N
1660649,"Adams, Walker and Silva",02/20/2025,03/28/2025,825,1,Y,48.61,0.98,D,Lake Cynthiachester,WA,Returned,"Adams, Walker and Silva transaction of $48.61 was returned.",3083168,N
4035787,Hunter-Miller,01/30/2025,01/28/2025,105,1,N,3499.06,58.0,C,Powellbury,CA,Successful,Hunter-Miller transaction of $3499.06 was successful.,7652926,N
1279513,Brady-Clark,01/05/2025,02/11/2025,825,1,Y,1239.29,28.85,C,West Valerieport,WV,Returned,Brady-Clark transaction of $1239.29 was returned.,1593509,N
1221337,Webb-Sanchez,02/06/2025,04/21/2025,825,1,Y,4936.61,45.78,C,Chaneytown,VA,Returned,Webb-Sanchez transaction of $4936.61 was returned.,3742215,N
6781924,Lewis-Butler,01/24/2025,01/21/2025,105,1,Y,2274.48,22.12,,Port Jeremiah,MD,Successful,Lewis-Butler transaction of $2274.48 was successful.,7907868,Y
2997599,"Vega, Horton and Lopez",03/17/2025,12/05/2024,105,1,N,1685.64,10.19,D,East Patricia,WA,Successful,"Vega, Horton and Lopez transaction of $1685.64 was successful.",8802645,Y
1332406,Alvarez Inc,12/03/2024,01/24/2025,105,1,Y,9047.46,192.53,D,Howellborough,KS,Successful,Alvarez Inc transaction of $9047.46 was successful.,8441019,N
5354733,"Collins, Lewis and Lewis",04/18/2025,05/07/2025,825,1,N,2395.98,68.6,,Millerview,MT,Returned,"Collins, Lewis and Lewis transaction of $2395.98 was returned.",9427708,N
1417460,"Friedman, Sims and Delacruz",05/29/2025,02/26/2025,825,1,Y,8068.56,194.18,D,Moralesfort,NY,Returned,"Friedman, Sims and Delacruz transaction of $8068.56 was returned.",6828706,N
7165267,"Foster, Hall and Sullivan",05/24/2025,04/13/2025,105,1,N,501.75,7.28,D,Lake Sarah,NE,Successful,"Foster, Hall and Sullivan transaction of $501.75 was successful.",7875957,N
7071456,Reynolds-Allison,02/19/2025,02/25/2025,105,1,N,9397.74,98.41,D,Robertville,MI,Successful,Reynolds-Allison transaction of $9397.74 was successful.,9975094,N
5709153,Ramos-Morrison,12/12/2024,12/17/2024,825,1,N,3542.59,95.12,C,Russellshire,VA,Returned,Ramos-Morrison transaction of $3542.59 was returned.,1494452,N
9500621,"Nolan, Carlson and Montgomery",05/01/2025,01/19/2025,825,1,Y,6615.2,186.35,,Johnsonstad,IL,Returned,"Nolan, Carlson and Montgomery transaction of $6615.2 was returned.",9207985,N
3684708,"Edwards, Sutton and Berger",01/21/2025,03/19/2025,825,1,Y,4344.59,64.26,D,West Stephanie,HI,Returned,"Edwards, Sutton and Berger transaction of $4344.59 was returned.",1087639,N
5032195,Beltran-Burnett,01/13/2025,01/07/2025,825,1,N,4730.26,85.68,C,Port Alexanderfurt,IL,Returned,Beltran-Burnett transaction of $4730.26 was returned.,4503006,N
5088661,Adams and Sons,03/10/2025,02/03/2025,105,1,Y,6570.59,139.43,D,Martinbury,CT,Successful,Adams and Sons transaction of $6570.59 was successful.,8939983,N
8224664,Barry-Lindsey,03/11/2025,04/14/2025,825,1,Y,3563.53,85.81,D,Harringtonville,CO,Returned,Barry-Lindsey transaction of $3563.53 was returned.,1062770,N
1999475,Young-Peters,04/02/2025,05/08/2025,105,1,Y,5322.46,79.96,C,Lake Edwardmouth,CT,Successful,Young-Peters transaction of $5322.46 was successful.,6044130,N
1857930,Bennett-Huynh,01/23/2025,04/06/2025,105,1,N,1726.29,51.18,,Hughesberg,TX,Successful,Bennett-Huynh transaction of $1726.29 was successful.,6882235,N
1766356,Delgado-Oconnor,02/26/2025,05/21/2025,825,1,Y,9147.21,157.79,C,Gutierrezland,AR,Returned,Delgado-Oconnor transaction of $9147.21 was returned.,6256107,N
5523826,Williams-Wood,05/23/2025,04/13/2025,825,1,Y,2420.68,68.1,C,Brownchester,NM,Returned,Williams-Wood transaction of $2420.68 was returned.,9829847,N
3310344,Ray Ltd,12/23/2024,02/14/2025,105,1,Y,3546.7,77.72,,West Jessicamouth,ID,Successful,Ray Ltd transaction of $3546.7 was successful.,9850762,Y
6031442,"Weiss, Fisher and Burns",02/24/2025,04/05/2025,825,1,Y,9594.42,70.57,C,Leachton,MD,Returned,"Weiss, Fisher and Burns transaction of $9594.42 was returned.",5711089,N
4808022,"Rodriguez, Singh and Oliver",04/25/2025,02/06/2025,105,1,N,5968.27,145.0,,Lake Andreastad,IN,Successful,"Rodriguez, Singh and Oliver transaction of $5968.27 was successful.",2338579,Y
4754689,Williams-Duarte,03/25/2025,01/11/2025,105,1,Y,791.3,18.23,C,Evanborough,OH,Successful,Williams-Duarte transaction of $791.3 was successful.,4025122,Y
3386328,Jackson-Smith,05/13/2025,04/20/2025,825,1,Y,2751.34,73.53,D,Moraside,CA,Returned,Jackson-Smith transaction of $2751.34 was returned.,5383769,N
4097922,Schultz Group,02/20/2025,03/31/2025,105,1,Y,5515.85,143.48,D,Lindseymouth,MS,Successful,Schultz Group transaction of $5515.85 was successful.,6648776,N
6770456,"Gentry, Thomas and Martinez",01/05/2025,03/03/2025,825,1,N,4961.62,90.37,,New Jillfurt,SC,Returned,"Gentry, Thomas and Martinez transaction of $4961.62 was returned.",5846623,N
6847893,Carpenter and Sons,04/15/2025,12/11/2024,105,1,Y,2599.14,62.16,C,Nicoletown,AK,Successful,Carpenter and Sons transaction of $2599.14 was successful.,1855950,N
4894835,"Patterson, Navarro and Maxwell",04/25/2025,03/14/2025,825,1,Y,4768.98,131.37,D,Lake Lauraside,DE,Returned,"Patterson, Navarro and Maxwell transaction of $4768.98 was returned.",9658867,N
6997504,Carr-George,04/30/2025,05/07/2025,105,1,N,6986.88,196.3,D,Newtonberg,VA,Successful,Carr-George transaction of $6986.88 was successful.,1918947,Y
8950828,Torres-Hebert,04/09/2025,01/31/2025,825,1,N,4559.0,51.0,D,Brianchester,HI,Returned,Torres-Hebert transaction of $4559.0 was returned.,9308754,N
2601693,"Villa, Taylor and Moore",01/04/2025,04/15/2025,105,1,N,8305.4,119.3,D,Mercadochester,NM,Successful,"Villa, Taylor and Moore transaction of $8305.4 was successful.",4254695,N
8137060,Brown Group,02/21/2025,05/29/2025,105,1,Y,7533.81,43.08,D,Danielton,CO,Successful,Brown Group transaction of $7533.81 was successful.,8302321,N
9575908,"Brown, Black and Kelly",04/17/2025,04/10/2025,825,1,N,1602.04,31.61,C,Richardfurt,IA,Returned,"Brown, Black and Kelly transaction of $1602.04 was returned.",7309098,N
4926562,Camacho-Alexander,04/02/2025,02/21/2025,825,1,Y,206.68,5.39,,Benitezmouth,HI,Returned,Camacho-Alexander transaction of $206.68 was returned.,4705463,N
2237380,"Watts, Jacobson and Dixon",05/10/2025,05/20/2025,105,1,Y,3111.09,18.08,D,Meganland,NH,Successful,"Watts, Jacobson and Dixon transaction of $3111.09 was successful.",4662371,Y
3097868,Scott Inc,03/24/2025,03/01/2025,105,1,N,2279.5,57.21,C,Jennifermouth,VA,Successful,Scott Inc transaction of $2279.5 was successful.,2632243,N
5704281,Jones and Sons,04/20/2025,04/20/2025,825,1,N,5023.31,131.89,C,Tylerville,MN,Returned,Jones and Sons transaction of $5023.31 was returned.,7338664,N
3554392,Robinson-Hanson,01/05/2025,02/15/2025,825,1,N,6080.03,67.23,D,Brownmouth,NJ,Returned,Robinson-Hanson transaction of $6080.03 was returned.,4309478,N
1775072,"Collier, Velazquez and Farley",04/13/2025,04/25/2025,825,1,Y,7855.41,85.93,C,Sherriville,FL,Returned,"Collier, Velazquez and Farley transaction of $7855.41 was returned.",7058042,N
3223226,Moon LLC,04/26/2025,04/26/2025,105,1,N,4418.43,73.63,,New Elizabeth,AR,Successful,Moon LLC transaction of $4418.43 was successful.,9873496,N
2848834,Holt-Gonzalez,02/21/2025,02/02/2025,105,1,Y,7486.13,155.1,C,Walterfort,NH,Successful,Holt-Gonzalez transaction of $7486.13 was successful.,5153898,N
9746588,Medina LLC,04/11/2025,03/29/2025,105,1,Y,4361.61,88.87,C,West Sharon,TN,Successful,Medina LLC transaction of $4361.61 was successful.,4380173,Y
1639794,Smith-Lane,02/02/2025,05/02/2025,825,1,N,4839.02,106.24,C,Lake Matthewburgh,PA,Returned,Smith-Lane transaction of $4839.02 was returned.,8510505,N
1265074,Nelson Inc,03/25/2025,04/06/2025,105,1,Y,9487.49,269.47,,West Michelleberg,ND,Successful,Nelson Inc transaction of $9487.49 was successful.,9381110,Y
7540209,"Williams, Molina and Ramirez",05/09/2025,01/22/2025,825,1,N,2140.23,19.35,C,Michelestad,WI,Returned,"Williams, Molina and Ramirez transaction of $2140.23 was returned.",1689527,N
3369858,Dorsey-Hernandez,04/26/2025,02/15/2025,105,1,Y,7312.89,126.0,,Wellsberg,IL,Successful,Dorsey-Hernandez transaction of $7312.89 was successful.,1567794,Y
3629508,Perry Inc,12/05/2024,04/26/2025,825,1,N,5674.17,39.08,D,Johnsonside,ND,Returned,Perry Inc transaction of $5674.17 was returned.,2865936,N
4654600,Welch LLC,12/25/2024,04/02/2025,825,1,N,7781.25,61.06,C,Port Christopher,MT,Returned,Welch LLC transaction of $7781.25 was returned.,3636810,N
3296951,Williams-Gonzales,01/31/2025,03/27/2025,105,1,N,14.78,0.31,D,Rebeccashire,NC,Successful,Williams-Gonzales transaction of $14.78 was successful.,3147397,N
7260587,Chavez LLC,12/30/2024,02/11/2025,105,1,N,2745.27,17.23,C,Lake Robin,ME,Successful,Chavez LLC transaction of $2745.27 was successful.,4571224,N
3196676,Perez-Munoz,05/30/2025,01/16/2025,105,1,Y,5606.81,105.82,C,East Steven,AL,Successful,Perez-Munoz transaction of $5606.81 was successful.,8492770,N
6195544,Foster and Sons,02/05/2025,12/27/2024,825,1,Y,1705.16,22.01,D,Brendachester,PA,Returned,Foster and Sons transaction of $1705.16 was returned.,7985617,N
7653857,Dalton LLC,04/27/2025,03/12/2025,105,1,Y,2725.65,54.83,,West Thomasville,NC,Successful,Dalton LLC transaction of $2725.65 was successful.,2650597,Y
5582570,"Sanchez, Jackson and Mays",12/07/2024,03/04/2025,105,1,N,2979.49,20.02,,Angelicaton,VA,Successful,"Sanchez, Jackson and Mays transaction of $2979.49 was successful.",7244650,N
5028102,"Myers, Gonzalez and Moreno",01/23/2025,03/22/2025,105,1,Y,759.79,8.43,,Lake Michaelchester,KY,Successful,"Myers, Gonzalez and Moreno transaction of $759.79 was successful.",4444114,Y
8489470,"Barajas, Barry and Peterson",02/01/2025,02/13/2025,105,1,Y,8714.12,111.88,C,Jasonhaven,MD,Successful,"Barajas, Barry and Peterson transaction of $8714.12 was successful.",8258607,Y
5711332,Burton Ltd,04/10/2025,03/02/2025,105,1,Y,5457.19,49.07,C,East Nicole,CO,Successful,Burton Ltd transaction of $5457.19 was successful.,4107768,N
4943004,Mason-Wade,02/19/2025,12/24/2024,105,1,N,7961.96,74.41,,West Michelletown,VA,Successful,Mason-Wade transaction of $7961.96 was successful.,2616377,Y
2288445,Young and Sons,01/17/2025,12/23/2024,825,1,Y,7238.03,151.49,C,East Jacquelineberg,DE,Returned,Young and Sons transaction of $7238.03 was returned.,4811859,N
1151625,Barber Ltd,02/27/2025,01/31/2025,105,1,N,9903.62,232.31,,West Tina,NM,Successful,Barber Ltd transaction of $9903.62 was successful.,1356446,N
8815777,Edwards-Carson,04/20/2025,12/06/2024,105,1,N,4286.96,41.17,C,Port Aaron,VT,Successful,Edwards-Carson transaction of $4286.96 was successful.,6708379,N
6932225,"Khan, Jordan and Walker",01/10/2025,03/06/2025,825,1,N,6989.0,52.37,C,Kennedyside,MO,Returned,"Khan, Jordan and Walker transaction of $6989.0 was returned.",4605393,N
1148226,Davila LLC,03/23/2025,04/26/2025,825,1,N,2418.23,45.98,C,Port Madeline,WI,Returned,Davila LLC transaction of $2418.23 was returned.,6525738,N
2748178,York-Brooks,05/07/2025,04/27/2025,105,1,N,69.17,0.99,C,Davieschester,UT,Successful,York-Brooks transaction of $69.17 was successful.,5262475,N
5443133,Pruitt-Kirby,01/25/2025,01/17/2025,825,1,N,2599.12,36.61,,Richardton,OH,Returned,Pruitt-Kirby transaction of $2599.12 was returned.,8430284,N
3378473,Conner-Underwood,02/09/2025,05/23/2025,105,1,N,3387.62,86.61,,West Jamesbury,AL,Successful,Conner-Underwood transaction of $3387.62 was successful.,9955489,Y
8608795,Schmitt PLC,04/02/2025,04/17/2025,105,1,Y,2367.09,38.24,,Dyerland,AL,Successful,Schmitt PLC transaction of $2367.09 was successful.,9951315,Y
9405818,Lambert-Nichols,01/15/2025,03/19/2025,825,1,Y,8465.34,93.23,D,New Austinbury,AL,Returned,Lambert-Nichols transaction of $8465.34 was returned.,7784406,N
2787641,Dennis-Cooper,02/05/2025,03/27/2025,105,1,N,9237.05,147.94,C,New Lindsay,AL,Successful,Dennis-Cooper transaction of $9237.05 was successful.,9965634,Y
7245407,Brandt-Williams,02/12/2025,12/26/2024,825,1,Y,4590.37,45.4,,Rachelville,MT,Returned,Brandt-Williams transaction of $4590.37 was returned.,1732363,N
5806597,Richardson-Wilson,04/12/2025,02/01/2025,825,1,Y,2178.07,46.57,,East Tinaborough,VT,Returned,Richardson-Wilson transaction of $2178.07 was returned.,6526639,N
7388440,"Rocha, Clark and Stone",03/14/2025,04/28/2025,825,1,N,7875.65,213.77,C,Baileyton,MI,Returned,"Rocha, Clark and Stone transaction of $7875.65 was returned.",2047752,N
8117950,Clayton-Herman,03/21/2025,01/05/2025,825,1,Y,2972.08,65.38,C,East Robert,NV,Returned,Clayton-Herman transaction of $2972.08 was returned.,1442136,N
7980931,"Kaiser, Ewing and Bowers",05/29/2025,12/11/2024,825,1,Y,6263.96,47.33,C,Port Rebeccamouth,LA,Returned,"Kaiser, Ewing and Bowers transaction of $6263.96 was returned.",1184029,N
9579175,Castaneda and Sons,01/08/2025,04/04/2025,825,1,N,9903.55,232.02,C,East Austinton,NH,Returned,Castaneda and Sons transaction of $9903.55 was returned.,2077795,N
5394487,Marshall and Sons,04/21/2025,04/22/2025,825,1,N,3886.04,56.07,,Lake Joshua,ND,Returned,Marshall and Sons transaction of $3886.04 was returned.,6036591,N
9565000,Brown-Nelson,02/04/2025,02/02/2025,105,1,Y,3777.16,71.65,C,Hebertside,ID,Successful,Brown-Nelson transaction of $3777.16 was successful.,9358556,N
1474909,Williams-Sanders,02/15/2025,03/13/2025,825,1,N,6830.7,191.35,C,Haneybury,MN,Returned,Williams-Sanders transaction of $6830.7 was returned.,4975637,N
4808649,Diaz-Parsons,12/20/2024,05/26/2025,105,1,Y,7469.47,64.42,,Foxfurt,ME,Successful,Diaz-Parsons transaction of $7469.47 was successful.,3365892,N
3812988,Stevens and Sons,05/21/2025,03/17/2025,105,1,N,3301.66,34.92,C,East Erinside,PA,Successful,Stevens and Sons transaction of $3301.66 was successful.,7540144,Y
5432916,Wright Ltd,04/05/2025,12/03/2024,105,1,Y,5792.2,40.83,D,Jeffreyhaven,FL,Successful,Wright Ltd transaction of $5792.2 was successful.,6878883,N
3152222,Vincent-Mcintosh,01/17/2025,01/31/2025,105,1,N,4800.74,86.24,C,Lake Jamesstad,FL,Successful,Vincent-Mcintosh transaction of $4800.74 was successful.,8064809,N
2916171,Torres LLC,03/02/2025,05/22/2025,825,1,Y,8480.58,144.27,,Jesseland,WY,Returned,Torres LLC transaction of $8480.58 was returned.,5140040,N
9821800,"Brown, Gutierrez and Carter",02/12/2025,01/17/2025,105,1,N,8944.43,174.78,D,West Robertfurt,MN,Successful,"Brown, Gutierrez and Carter transaction of $8944.43 was successful.",4013016,N
6296966,Small Group,04/06/2025,12/30/2024,825,1,Y,4905.87,38.07,,Deniseside,DC,Returned,Small Group transaction of $4905.87 was returned.,4301763,N
6632977,Ramsey-Wells,01/07/2025,04/12/2025,105,1,Y,5531.15,101.57,C,West Christina,GA,Successful,Ramsey-Wells transaction of $5531.15 was successful.,2479003,N
8258973,Foster LLC,01/23/2025,05/24/2025,825,1,Y,6320.27,139.79,,Conwaychester,ID,Returned,Foster LLC transaction of $6320.27 was returned.,6207882,N
7817963,Ball Ltd,02/15/2025,01/27/2025,825,1,N,2005.16,14.74,,Careyborough,IN,Returned,Ball Ltd transaction of $2005.16 was returned.,1541025,N
7149241,Ortega-Smith,12/04/2024,03/28/2025,825,1,Y,7449.74,177.54,C,South Cheyennestad,IA,Returned,Ortega-Smith transaction of $7449.74 was returned.,7367328,N
6118532,"Adams, Smith and Olson",01/15/2025,04/11/2025,105,1,Y,4882.6,92.84,C,North Josetown,GA,Successful,"Adams, Smith and Olson transaction of $4882.6 was successful.",5553461,Y
4544340,"Ray, Fuentes and Wilson",12/15/2024,03/25/2025,105,1,N,5306.36,152.26,,Brianburgh,NM,Successful,"Ray, Fuentes and Wilson transaction of $5306.36 was successful.",5698279,N
2909727,"Harris, Baldwin and Mcintosh",02/09/2025,03/13/2025,105,1,N,773.21,23.02,D,Poncestad,NC,Successful,"Harris, Baldwin and Mcintosh transaction of $773.21 was successful.",6529052,N
3881328,Fletcher Inc,12/16/2024,03/31/2025,105,1,Y,8025.74,178.78,D,West Savannahhaven,MI,Successful,Fletcher Inc transaction of $8025.74 was successful.,5766220,Y
5061376,Walker-Sharp,02/18/2025,01/06/2025,825,1,N,2681.27,15.86,C,Jeremyfurt,LA,Returned,Walker-Sharp transaction of $2681.27 was returned.,2151674,N
1944260,Mccormick LLC,12/30/2024,05/30/2025,825,1,Y,6015.76,142.83,D,East Shawnfort,IA,Returned,Mccormick LLC transaction of $6015.76 was returned.,6909793,N
9447699,Nichols LLC,04/19/2025,04/30/2025,105,1,N,9038.53,230.56,C,Nicholsonview,NC,Successful,Nichols LLC transaction of $9038.53 was successful.,1140257,N
3569407,"Sullivan, Wells and Harris",02/17/2025,12/21/2024,825,1,Y,6039.55,53.47,D,Younghaven,PA,Returned,"Sullivan, Wells and Harris transaction of $6039.55 was returned.",5493938,N
2775723,Mueller-Berger,12/10/2024,02/22/2025,825,1,Y,8337.1,187.7,C,Bensonmouth,TX,Returned,Mueller-Berger transaction of $8337.1 was returned.,5748836,N
2120195,Thomas-Wright,12/30/2024,03/18/2025,105,1,N,8677.12,238.19,C,Port Jessicatown,AZ,Successful,Thomas-Wright transaction of $8677.12 was successful.,2600091,N
4151929,Butler-Griffith,12/24/2024,05/08/2025,825,1,Y,6963.65,103.61,,Sawyermouth,ME,Returned,Butler-Griffith transaction of $6963.65 was returned.,3536587,N
7006369,Jackson-Soto,03/19/2025,03/22/2025,105,1,Y,7234.66,136.53,D,Parkerberg,AK,Successful,Jackson-Soto transaction of $7234.66 was successful.,4069019,N
2573971,"Mcmahon, Pearson and Long",05/22/2025,04/10/2025,825,1,Y,7760.93,155.82,C,Elizabethside,MS,Returned,"Mcmahon, Pearson and Long transaction of $7760.93 was returned.",9720438,N
7709927,"Fowler, Clark and Phillips",02/05/2025,04/21/2025,825,1,Y,6507.87,102.28,,Salazarfurt,CO,Returned,"Fowler, Clark and Phillips transaction of $6507.87 was returned.",1722676,N
7079433,"Morris, Greer and Wolf",12/10/2024,05/29/2025,105,1,Y,6298.23,175.51,C,Ronaldhaven,WY,Successful,"Morris, Greer and Wolf transaction of $6298.23 was successful.",9835423,N
2805415,Singleton-Taylor,12/02/2024,05/04/2025,825,1,Y,3289.58,94.22,C,Marcusfurt,WY,Returned,Singleton-Taylor transaction of $3289.58 was returned.,6718800,N
7718605,"Perkins, Stevenson and Bentley",01/10/2025,03/08/2025,825,1,Y,8774.06,91.2,,East William,KS,Returned,"Perkins, Stevenson and Bentley transaction of $8774.06 was returned.",3725617,N
4223062,Cuevas LLC,02/15/2025,04/28/2025,105,1,Y,4784.8,40.2,D,New Manuelmouth,DE,Successful,Cuevas LLC transaction of $4784.8 was successful.,9732919,N
5928043,Anderson Ltd,05/30/2025,03/20/2025,825,1,N,1330.38,12.36,C,Hillberg,SD,Returned,Anderson Ltd transaction of $1330.38 was returned.,6505894,N
2578024,Serrano-Murphy,01/31/2025,12/07/2024,105,1,Y,4120.89,114.6,C,Garymouth,AL,Successful,Serrano-Murphy transaction of $4120.89 was successful.,4343088,N
8279290,Nguyen-Jones,05/22/2025,05/09/2025,825,1,Y,945.97,17.6,,Cindymouth,OR,Returned,Nguyen-Jones transaction of $945.97 was returned.,2034868,N
5868568,"Mills, Wolfe and Brown",04/05/2025,12/12/2024,105,1,N,7608.99,143.19,D,Frederickhaven,NV,Successful,"Mills, Wolfe and Brown transaction of $7608.99 was successful.",5893977,Y
1517029,Lopez-Martinez,02/18/2025,02/17/2025,825,1,Y,8086.06,192.84,C,Lake Michael,SC,Returned,Lopez-Martinez transaction of $8086.06 was returned.,5376412,N
8368859,Walker-Rubio,02/10/2025,02/09/2025,105,1,Y,1184.56,27.71,D,South Lisa,MO,Successful,Walker-Rubio transaction of $1184.56 was successful.,6853864,Y
6643235,Wang-Whitaker,04/19/2025,04/02/2025,825,1,Y,6128.82,118.89,C,West William,AR,Returned,Wang-Whitaker transaction of $6128.82 was returned.,7092733,N
9304601,"Johnson, Clark and White",12/15/2024,02/08/2025,825,1,Y,8973.06,149.73,D,Loweburgh,SC,Returned,"Johnson, Clark and White transaction of $8973.06 was returned.",6947586,N
3252091,"Nichols, Cole and Beasley",05/14/2025,02/21/2025,105,1,Y,6845.35,140.94,,Smithburgh,LA,Successful,"Nichols, Cole and Beasley transaction of $6845.35 was successful.",8067503,N
7468346,Sanchez-Coleman,05/05/2025,03/27/2025,825,1,Y,6431.83,83.34,D,Cooperside,OH,Returned,Sanchez-Coleman transaction of $6431.83 was returned.,6030301,N
4040679,"Mcintosh, Wilson and Taylor",01/20/2025,12/31/2024,825,1,Y,6343.56,59.39,D,Lopezfort,HI,Returned,"Mcintosh, Wilson and Taylor transaction of $6343.56 was returned.",1350641,N
7402264,Rivera-Williams,04/14/2025,03/21/2025,105,1,Y,7754.8,149.25,C,Lake Patriciaview,NV,Successful,Rivera-Williams transaction of $7754.8 was successful.,5646840,N
7437809,Salazar PLC,04/05/2025,04/02/2025,105,1,Y,8348.47,172.21,,New Sarahview,VA,Successful,Salazar PLC transaction of $8348.47 was successful.,2397024,Y
1272505,Nixon LLC,05/01/2025,03/04/2025,825,1,N,1272.53,27.16,C,Scottborough,ND,Returned,Nixon LLC transaction of $1272.53 was returned.,1223136,N
1036920,Rodriguez Ltd,01/16/2025,05/19/2025,105,1,Y,5126.31,49.7,D,North Paul,AL,Successful,Rodriguez Ltd transaction of $5126.31 was successful.,2814259,N
4381812,Lynch-Mcdonald,05/28/2025,02/10/2025,825,1,Y,2577.26,43.34,C,Mortonbury,DC,Returned,Lynch-Mcdonald transaction of $2577.26 was returned.,3736123,N
8317885,"Forbes, Brown and Martin",12/16/2024,05/20/2025,825,1,Y,5079.76,123.95,D,Lake Marcusshire,FL,Returned,"Forbes, Brown and Martin transaction of $5079.76 was returned.",9451499,N
3948224,Morales-Saunders,02/09/2025,01/28/2025,825,1,Y,3840.27,78.75,C,Kellerchester,OR,Returned,Morales-Saunders transaction of $3840.27 was returned.,7001134,N
6763400,"Jackson, Olson and Martin",02/04/2025,12/30/2024,825,1,N,2046.0,52.23,C,Jamesmouth,NE,Returned,"Jackson, Olson and Martin transaction of $2046.0 was returned.",9996294,N
3736182,"Mcintyre, Gonzalez and Campbell",02/24/2025,02/22/2025,105,1,N,8791.98,246.43,,West Daniel,MN,Successful,"Mcintyre, Gonzalez and Campbell transaction of $8791.98 was successful.",1544447,Y
